:),images/smilies/smile.gif
;),images/smilies/wink.gif
:D,images/smilies/biggrin.gif
:LOL:,images/smilies/lol.gif
8-),images/smilies/glasses.gif
:(,images/smilies/frown.gif
:mad:,images/smilies/mad.gif
>_<,images/smilies/yuck.gif
:P,images/smilies/tongue.gif
:S,images/smilies/wobbly.gif
O_O,images/smilies/eek.gif
o_O,images/smilies/bigeyes.gif
O_o,images/smilies/bigeyes2.gif
^_^,images/smilies/cute.gif
^^;;;,images/smilies/cute2.gif
~:o,images/smilies/baby.gif
x_x,images/smilies/sick.gif
:eyeshift:,images/smilies/eyeshift.gif
:vamp:,images/smilies/vamp.gif
o_o,images/smilies/blank.gif
;_;,images/smilies/cry.gif
@_@,images/smilies/dizzy.gif
-_-,images/smilies/annoyed.gif
>_>,images/smilies/shiftright.gif
<_<,images/smilies/shiftleft.gif
:rofl:,images/smilies/rofl.gif
:terror:,images/smilies/terror.gif
:approve:,images/smilies/approved.gif
:deny:,images/smilies/denied.gif
:eyeshift2:,images/smilies/eyeshift2.gif
:glare:,images/smilies/glare.png
:meow:,images/smilies/meow.gif
:words:,images/smilies/words.gif
(-:,images/smilies/smile2.png
:ohdear:,images/smilies/ohdear.png
:raddlaugh:,images/smilies/rlaugh.gif
:raddmad:,images/smilies/raddmad.gif
:raddstand:,images/smilies/raddstand.gif
:raddsigh:,images/smilies/raddsigh2.gif
:raddwow:,images/smilies/raddwow.gif
:raddrock:,images/smilies/raddrock.gif
:raddwink:,images/smilies/raddwink.gif
:jawdrop:,images/smilies/jawdrop.gif
:boatanchor:,images/smilies/boatanchor.png
:eng101:,images/smilies/eng101.png
:specialed:,images/smilies/specialed.png
:eww:,images/smilies/ewww.gif
:1up:,images/1up.png
:gonk:,images/smilies/gonk.gif
:superd:,images/smilies/superd.png
:flunked:,images/smilies/flunked.png
:smugdra:,images/smilies/smugdra.png
:nsfw:,images/icons/nsfwicon.gif
:toot:,images/smilies/toot.png
:toot2:,images/smilies/toot2.gif
:awesome:,images/smilies/awesome.png
:argh:,images/smilies/damnyou.gif
:turnip:,images/smilies/turnip.gif
:durnip:,images/smilies/durnip2.gif
:sarcmark:,images/smilies/smb2smileyc.png
<3,images/smilies/laheart.gif
:ssh:,http://xkeeper.net/img/emot-ssh.gif
:munch:,http://xkeeper.net/img/emot-munch.gif
:siren:,http://xkeeper.net/img/emot-siren.gif
:rdash:,images/smilies/ranbowdash.001.png
:shepface:,images/smilies/emot-shepface.gif
:nyan:,images/smilies/nyan.001.gif
:oot:,images/ocarina.png
:colbert:,images/smilies/emot-colbert.gif
:affun:,images/smilies/affun.gif
:darkaffun:,images/smilies/darkaffun.gif
:effort:,images/smilies/emot-effort.gif
:pacsome:,images/smilies/pacsome.png
